280	JPN-7-205-g002	what does axial t2 weighted magnetic resonance imaging show?	hyperintense mass in the right lateral ventricle
281	kcj-43-135-g004	what does chest ct angiography show concentric wall thickening of?	of the innominate, left common carotid and both subclavian arteries
282	12981_2015_51_Fig6_HTML	what does abdomen ct scan show?	infrahepatic fluid collection
283	IJPVM-2-286-g002	what does the ct scan of liver show?	branching hypodense lesions due to hepatic necrosis
284	asj-5-220-g004	what shows the disc behind the body of c4 cervical vertebra appearing as hyperintense signal density?	magnetic resonance imaging t2 sagittal section
285	40902_2015_41_Fig4_HTML	what does the mri reveal?	left temporomandibular joint surrounded by thickened soft tissue
286	PAMJ-21-84-g001	what does vrt images of ct angiography demonstrate?	vena cava inferior thrombosis with venous collaterals
287	arm-36-414-g002	what does lower extremity 3d ct show below the knee?	occlusions in right superficial femoral, popliteal arteries and total occlusion
288	fnhum-06-00210-g0001	where is the right hemisphere?	on the left side of the image
289	OL-07-02-0345-g04	what does ct reveal a small amount of?	of pericardial effusion and disappearance of the pleural effusion
290	SaudiMedJ-36-233-g001	what does the magnetic resonance imaging show?	left frontal focal area of acute ischemic infarction, and right parietal periventricular white matter old infarction
291	1471-2342-9-7-4	what shows bilateral air space consolidation and pleural effusion?	ct
292	IJRI-23-64-g009	where is enhancing urothelial thickening noted?	in the pelvic alcyceal system and upper ureter
293	1749-799X-1-11-1	what does a sagittal t2 weighted mri show?	thickening and pathological appearance of the acl
294	asj-6-66-g005	where does postoperative axial t2 weighted magnetic resonance imaging show no visible lesion?	in the spinal cord
295	JCVJS-5-95-g004	what is noted in the cervical cord?	a hyperintense signal
296	JPN-6-90-g001	what does the Axial T2W MRI image of the brain reveal?	a large, well-defined mass lesion in left thalamic region
297	1752-1947-1-25-2	what does sagittal mri show progressive simultaneous ossification of?	of the anterior longitudinal and the posterior longitudinal spinal ligaments respectively and the apparent ankylosed spine fracture
298	ndtplussfr059f02_ht	where does a ct scan demonstrate bilateral hypodense kidneys with preserved blood flow?	at the left upper pole
299	AIAN-18-11-g002	what is t2 weighted mri scan showing?	longitudinally extensive transverse myelitis involving the cervical and upper thoracic cord
300	kjr-14-905-g007	what reveals dominant dorsal duct with santorinicele in pancreas divisum?	magnetic resonance cholangiopancreaticography image
301	ehp0115-000932f3	what shows diffuse nodular infiltrates chest ct scan section of the mid chest?	chest ct
302	1477-7800-3-15-1	what does ct scan of abdomen show?	extent of primary tumor
303	IJRI-19-266-g010	what does breast mri demonstrate an area of?	of non mass like enhancement
304	crn0003-0075-f01	what does cervical and brain mri show?	scattered spinal neurofibromas and bilateral schwannomas of the acoustic nerve
305	SNI-2-31-g006	what does axial view on ct scan show?	spinal and paraspinal components
306	1476-7120-7-47-2	what does mri show?	a mass occupying the right atrium
307	rjv03502	what demonstrates pi marked on the image?	an axial ct image of the abdomen
308	CJ-9-5-g001	what does ct image of chest show?	right hilar mass and enlarged mediastinal lymph nodes
309	1757-1626-0002-0000006887-005	what does mri of the left arm of the patient show?	extension of the lesion marked with arrows
310	edmcr-2014-130079-g004	what do immediate postoperative period axial ct head images show the extent of?	of surgical resection with residual calcified tumor
311	jls0041229410002	what shows near complete resolution of the lesion?	mri
312	wjem-16-438-g002	what shows t2 prolongation in the morel lavallee lesion of the anteromedial right thigh soft tissues?	axial proton density high resolution magnetic resonance imaging
313	JCTH-2-053-g001	what discloses relatively well unencapsulated imt on the right lobe of the liver?	a contrast enhanced ct scan
314	LI-32-190-g001	what does ct chest show?	right-sided effusion with pleural-based soft tissue density and a right lower lobe mass
315	1749-8090-4-12-11	what does contrast ct angiogram show extensive backfilling of from superior vena cava?	of azygous system
316	1757-1626-3-18-1	what does contrast enhanced ct abdomen show?	heterogeneous lesion in the head and uncinate process of pancreas with non enhancing areas suggestive of necrosis and distended gall bladder
317	1749-8090-4-12-10	what shows a wispy ill defined embolus in the upper lobar artery?	contrast ct angiogram of left pulmonary artery
318	JCVJS-4-76-g003	what does postoperative sagittal ct spine show expanded after spinal cord biopsy?	spinal canal and postoperative changes
319	1471-2490-12-34-2	what does vr reconstruction multidetector ct urography show?	a large tubular structure with a radiopaque marker in the left collecting system
320	LI-25-28-g002	where does ct chest show absent aerated lung?	on the right side with herniation of the left lung
321	1477-9560-6-2-1	where does ct demonstrate large ischaemic infarct?	in the right parietal lobe
322	IJA-54-68-g001	who does mri of the spinal cord show?	arachnoiditis
323	kjim-14-2-94-16f4	what does chest ct with bone setting image reveal?	cortical disruption and adjacent soft tissue swelling at the posterior aspect of the sternum
324	MEAJO-19-340-g003	where does magnetic resonance imaging t2 weighted image of the orbit show normal optic nerve?	in both sides
325	jocmr-03-52-g001	what does the Coronal T2-weighted MRI show?	a unilocular, well-defined and high signal intensity cystic lesion with hypointense rim
326	IJEM-17-349-g002	what shows left inferior parathyroid adenoma?	spect ct
327	kjpathol-46-187-g001	what shows a heterogeneous tumor involving the lower peritoneal cavity?	a t2 weighted magnetic resonance imaging
328	IJRI-24-339-g021	why does axial ct performed with oral contrast show inflammation in the fat adjacent to the pancreatic transplant?	due to pancreatitis
329	jls0021330160001	what was interpreted as healthy on ct scan?	the gb
330	ndtplussfr059f03_ht	what does mri show?	bilateral infarcted kidneys due to intrarenal vascular thrombosis
331	SHORTS-10-11304	what does post contrast axial ct head, show?	an area of low attenuation change in the left temporal lobe
332	1752-1947-5-361-1	what reveals a giant peritoneal cystic tumor?	abdominal mri
333	1749-8090-3-28-4	what does axial source image of ct angiography show?	the annular extension of the tear
334	LI-28-315-g002	what shows left hydropneumothorax, pleural thickening and hydatid membranes floating in the pleural fluid serpent sign?	ct thorax
335	crg0004-0215-f04	what does ct reveal two months after discharge?	no sign of recurrence
336	IJPD-21-404-g002	where does the CT scan of chest illustrate a mass?	in the right posterior mediastinum
337	can-7-322fig3	what does the mri scan of spine show?	soft tissue mass posterior to t9 causing moderate cord compression
338	10.1177_2324709615574907-fig1	what shows wedge shaped non enhancing defect involving left inter polar region suggesting renal infarction?	ct scan of abdomen and pelvis
339	kjp-53-2-215f2	what does the ct image reveal?	the presence of hemoperitoneum and a perisplenic hematoma
340	OL-08-06-2741-g02	where does axial gadolinium enhanced t1 weighted fat suppressed magnetic resonance image show significant enhancement of the mass?	at the pancreas head and uncinate process
341	jceh_25_79-80_001_f21	what does an mri reveal?	a large pituitary adenoma responsible for visual loss in both eyes
342	de-5-305-g2	what shows enlarged left and right adrenals with areas of necrosis?	ct abdomen
343	1752-1947-5-440-2	what demonstrates the centrally herniated disk material narrowing the spinal canal?	the corresponding axial t2 weighted mri image at l4 l5
344	jsls-12-1-51-g05	what does the arrow detect?	the seroma
345	Tanaffos-13-058-g003	what does pulmonary ct angiography show enhancement of while there is no enhancement in the other side?	of right branches of the pulmonary artery
346	1757-1626-0002-0000008305-003	what does mri show?	a cystic lesion in the posteromedial aspect of the knee and calf
347	1752-1947-6-385-3	what does magnetic resonance image of a coronal section of the hand show around the palmar structures of the hand, but with no bone involvement?	a large mass
348	IJNM-28-121-g003	what shows thickened cortex with altered signal intensity involving the right humerus head and proximal shaft?	mri right arm
349	IJSS-3-37-g005	who does mri show?	intac subscapularis and dysplasia
350	1477-7819-8-45-1	what demonstrates an area of increased uptake in the left paravertebral area?	pet ct
351	ipej140301-04	what do cardiac mri images show?	morphological alterations in the left ventricle lateral wall
352	1752-1947-4-319-2	what shows an extradural lesion extending from t3 to t11 which became enhanced after a contrast injection?	an mri of the thoracic spine
353	ijo-25-183-g001	what does preoperative ct scan of paranasal sinus show?	a bright object in floor of nasal cavity in septum
354	1757-1626-0002-0000006771-004	what shows an inversely placed kidney with stone in the renal pelvis?	ct
355	1471-2407-6-117-2	where is the mass arising from?	head of pancreas, as well as hepatic and renal cysts
356	crg-0008-0291-g01	what does abdominal ct reveal?	dilatation of the main pancreatic duct and pancreatic stones
357	rb-48-03-0181-g17	what does ct identify?	diffuse and asymmetrical thickening of the vesical wall
358	IJRI-18-69-g006	what does sagittal t1w mri reveal?	cystic degeneration in a hypointense intrauterine fibroid
359	kjo-20-139-g003	where does t2 weighted image of orbital mri show mild periorbital swelling and edema of the extraocular muscles?	in the right eye
360	NAJMS-7-362-g004	what does mri cvj region stir midsagittal image show?	syringomyelia
361	1477-7819-7-100-1	where is the enhancing lesion extending from?	the left internal acoustic meatus
362	1129-2377-15-S1-C21-1	what shows empty sella and flattening of posterior aspect of globe?	mri brain t2w axial image
363	AIAN-13-136-g001	what shows t2 hyperintensity in the left thalamus that is extending into the corona radiata?	mri brain
364	IJU-26-289-g001	what shows extra kidney?	3d reconstructed ct image
365	kjim-27-224-g002	where does the magnetic resonance imaging of the heart show an intra cardiac mass?	in the anterior side of the right atrial wall
366	crg-0006-0387-g01	what does contrast enhanced ct of the abdomen show?	a heterogeneous mass in the head of the pancreas
367	1476-0711-9-8-1	what shows abdominal aortic aneurysm?	an axial ct image with contrast of the lumbar area
368	GMS-13-03-g-001	what shows cylindrical bronchiectasis and thick bronchial walls?	thorax ct
369	rjt08001	what shows fluid filled appendix with peri caecal fat stranding?	ct image
370	ymj-52-288-g001	what shows a loculated fluid collection in the lower pole of the spleen?	abdominal ct
371	kju-51-583-g004	what shows external compression of the bladder by the abdominal aortic and internal iliac artery aneurysm?	contrast-enhanced abdominal ct scan
